resource_callsign,callsign_type,incident_number,call_time,revised_incident_type,assigned_time,mobile_time,on_scene_time,available_time,callsign_station,alias_1,initial_incident_type,initial_role,final_role,actual_role,riders,assign_order,mob_reason,lat,long,details,classification,geometry,pixel_value,suitability_or,suitability,suitability2
A041,PRL,FW009455-12022023,2023-02-12 21:26:36.153,RTC,2023-02-12 21:34:28.920,,,2023-02-12 21:35:00.240,Erdington,A04,MWAY RTC PR,,PUMPING,Pumping,5,1,Initial Response,52.5143833069116,-1.76837171598929,"road traffic Collison ENTRAPMENT IN CAR CAR versus LORRY ambulance English word log - to log something, make a log of something 7539 - ambulance EN ROUTE VIA SOUTHBOUND - DOWN TO 4 AND BACK UP N police English word log - to log something, make a log of something 3710 - police in attendance ",Class 4,POINT (415815.47691305925 290745.35153927235),0.3483327,4.06,4.06,0.8333333189360761
E091,PRL,FW009457-12022023,2023-02-12 21:43:22.587,RTC,2023-02-12 21:44:50.030,2023-02-12 21:45:36.607,2023-02-12 21:50:23.870,2023-02-12 22:16:40.537,Wednesbury,E09,RTC PR,,PUMPING,Pumping,5,2,Initial Response,52.5673448748101,-2.04355274865228,CAR ON ITS SIDE  PERSON STILL INSIDE,Class 4,POINT (397144.65598861646 296612.26594622043),0.7751273,2.43,2.43,0.24275365166993645
E071,PRL,FW009457-12022023,2023-02-12 21:43:22.587,RTC,2023-02-12 21:44:50.017,2023-02-12 21:45:24.067,2023-02-12 21:50:22.323,2023-02-12 22:23:10.867,Bilston,E07,RTC PR,,PUMPING,Pumping,5,1,Initial Response,52.5673448748101,-2.04355274865228,CAR ON ITS SIDE  PERSON STILL INSIDE,Class 4,POINT (397144.65598861646 296612.26594622043),0.7751273,2.43,2.43,0.24275365166993645
B025,BRV,FW009458-12022023,2023-02-12 21:53:55.897,FAG,2023-02-12 21:55:53.517,2023-02-12 21:57:41.607,2023-02-12 22:05:35.087,2023-02-12 22:17:39.000,Sheldon,B02,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.422757305216,-1.7683810898296,risk based crewing 3 OFF YEW TREE LANE UNATTENDED FIRE IN GARDEN,Class 2,POINT (415847.53627320507 280553.3556485416),0.25613335,4.21,4.21,0.8876811797642403
A025,BRV,FW009459-12022023,2023-02-12 21:56:38.500,SSC,2023-02-12 21:58:08.007,2023-02-12 21:58:55.217,2023-02-12 22:01:03.127,2023-02-12 22:06:24.920,Aston,A02,LOCK IN/OUT,,PUMPING,Pumping,3,1,Initial Response,52.5032172383964,-1.90496532080251,DAUGHTER IS LOCKED IN TOILET IN HOUSE  DOWNSTAIRS TOILET - NO WINDOW   4 YEARS OLD,Class 2,POINT (406547.66797871585 289482.3532420798),0.9693417,3.23,3.23,0.5326087078585442
B061,PRL,FW009460-12022023,2023-02-12 22:08:14.740,FDR,2023-02-12 22:09:15.487,2023-02-12 22:10:09.993,2023-02-12 22:16:14.347,2023-02-13 00:18:47.083,Binley,B06,FIRE,,PUMPING,Pumping,5,1,Initial Response,52.3803829760797,-1.49339571506676,FORKLIFT ON FIRE INSIDE BUILDING ALL EDVACUATING,Class 4,POINT (434580.34835234925 275935.1356868805),0.64640087,2.51,2.51,0.2717391313737342
B032,PRL,FW009460-12022023,2023-02-12 22:08:14.740,FDR,2023-02-12 22:09:15.500,2023-02-12 22:10:31.153,2023-02-12 22:22:08.597,2023-02-12 23:16:22.513,Coventry,B03,FIRE,,PUMPING,Pumping,4,2,Initial Response,52.3803829760797,-1.49339571506676,FORKLIFT ON FIRE INSIDE BUILDING ALL EDVACUATING,Class 3,POINT (434580.34835234925 275935.1356868805),0.64640087,2.51,2.51,0.2717391313737342
D051,PRL,FW009461-12022023,2023-02-12 22:11:05.117,FAE,2023-02-12 22:12:24.177,2023-02-12 22:13:31.047,2023-02-12 22:20:46.280,2023-02-12 22:23:06.163,Stourbridge,D05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,2,Initial Response,52.4863975264088,-2.12324430735834,RESIDENT SAID HE WAS COOKING  SMOKE DETECTOR IS SOUNDING,Class 4,POINT (391727.5936174978 287614.38378593494),0.6537944,3.24,3.24,0.5362318928215188
D021,PRL,FW009461-12022023,2023-02-12 22:11:05.117,FAE,2023-02-12 22:12:24.147,2023-02-12 22:13:46.887,2023-02-12 22:15:00.210,2023-02-12 22:31:36.950,Brierley Hill,D02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4863975264088,-2.12324430735834,RESIDENT SAID HE WAS COOKING  SMOKE DETECTOR IS SOUNDING,Class 4,POINT (391727.5936174978 287614.38378593494),0.6537944,3.24,3.24,0.5362318928215188
A065,BRV,FW009464-12022023,2023-02-12 22:17:46.897,FDR,2023-02-12 22:18:52.410,2023-02-12 22:19:42.777,2023-02-12 22:24:06.923,2023-02-12 23:05:54.093,Ward End,A06,CAR FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5080696674351,-1.80155525299631,PARKED ON THE ROADWAY,Class 2,POINT (413565.5170352109 290036.3789071303),0.5219688,3.73,3.73,0.7137681287743669
D085,BRV,FW009472-12022023,2023-02-12 22:26:05.710,SEC,2023-02-12 22:27:47.770,2023-02-12 22:28:44.983,2023-02-12 22:33:39.137,2023-02-12 22:52:55.067,West Bromwich,D08,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5347724309214,-2.01752944394994,FIRE IN RATCLIFFE PARK - CALLER CANT SEE WHAT IS ACTUALLY ON FIRE,Class 2,POINT (398907.63504576206 292988.29945288855),0.7862702,2.64,2.64,0.318840622275949
E055,BRV,FW009474-12022023,2023-02-12 22:33:50.147,SEC,2023-02-12 22:35:12.837,2023-02-12 22:36:24.247,2023-02-12 22:41:25.440,2023-02-12 22:55:02.113,Wolverhampton,E05,SECONDARY FIRE,PUMPING,PUMPING,Pumping,3,1,Initial Response,52.5984296034481,-2.13913492459772,*E055 risk based crewing 3* FIRE IN THE GARDEN FROM FIREWORK ,Class 2,POINT (390672.6100028605 300078.29476139456),0.6724525,3.15,3.15,0.5036232281547464
A061,PRL,FW009477-12022023,2023-02-12 22:57:09.580,SSC,2023-02-12 23:11:10.833,2023-02-12 23:11:53.787,2023-02-12 23:15:32.883,2023-02-12 23:38:20.863,Ward End,A06,LIFT,,PUMPING,Pumping,4,1,Initial Response,52.4875529250615,-1.8172724442119,"80YR OLD STUCK IN A LIFT - WITH CHEST PAINS  1ST FLOOR  POLICE CALLING ambulance police English word log - to log something, make a log of something 4043",Class 3,POINT (412504.6258229839 287751.3890128268),0.3892529,3.51,3.51,0.6340579732053797
B041,PRL,FW009478-12022023,2023-02-12 23:01:45.640,FDR,2023-02-12 23:02:57.153,2023-02-12 23:03:32.900,2023-02-12 23:09:43.947,2023-02-12 23:12:49.187,Canley,B04,FIRE,,PUMPING,Pumping,5,1,Initial Response,52.3965094926414,-1.5437374759053,LIVING ROOM,Class 4,POINT (431142.3613856335 277706.1967154183),0.73798877,2.6,2.6,0.30434779604050666
B031,PRL,FW009478-12022023,2023-02-12 23:01:45.640,FDR,2023-02-12 23:02:57.170,2023-02-12 23:05:17.493,2023-02-12 23:08:53.357,2023-02-12 23:38:36.800,Coventry,B03,FIRE,,PUMPING,Pumping,5,2,Initial Response,52.3965094926414,-1.5437374759053,LIVING ROOM,Class 4,POINT (431142.3613856335 277706.1967154183),0.73798877,2.6,2.6,0.30434779604050666
B032,PRL,FW009485-12022023,2023-02-12 23:37:40.913,FAG,2023-02-12 23:38:49.180,2023-02-12 23:40:35.043,2023-02-12 23:49:25.000,2023-02-13 00:01:54.173,Coventry,B03,CARBON MONOXIDE,,PUMPING,Pumping,4,1,Initial Response,52.4042995868204,-1.49403328385785,"BEEN SOUNDING 30MINS  APARTMENT BUILDING EVACUATED police English word log - to log something, make a log of something: 4164  ",Class 3,POINT (434518.4059281094 278595.12858957174),0.8061427,2.6,2.6,0.30434779604050666
B055,BRV,FW009485-12022023,2023-02-12 23:37:40.913,FAG,2023-02-12 23:38:49.197,2023-02-12 23:41:00.370,2023-02-12 23:47:30.567,2023-02-12 23:57:50.413,Foleshill,B05,CARBON MONOXIDE,,PUMPING,Pumping,2,2,Initial Response,52.4042995868204,-1.49403328385785,"BEEN SOUNDING 30MINS  APARTMENT BUILDING EVACUATED police English word log - to log something, make a log of something: 4164  ",Class 1,POINT (434518.4059281094 278595.12858957174),0.8061427,2.6,2.6,0.30434779604050666
A065,BRV,FW009488-12022023,2023-02-12 23:52:18.493,SSC,2023-02-12 23:54:01.657,2023-02-12 23:55:29.507,2023-02-12 23:57:25.560,2023-02-13 00:07:50.853,Ward End,A06,GAS LEAK,,PUMPING,Pumping,3,1,Initial Response,52.4916268937902,-1.84345669234359,POSSIBLE GAS LEAK IN FRONT ROOM - SMELL OF ROTTEN EGGS  ,Class 2,POINT (410725.6703761336 288200.39319869917),0.9420779,2.9,2.9,0.413043517696835
A041,PRL,FW009488-12022023,2023-02-12 23:52:18.493,SSC,2023-02-12 23:54:36.243,2023-02-12 23:56:06.857,2023-02-13 00:01:19.243,2023-02-13 00:01:22.743,Erdington,A04,GAS LEAK,,PUMPING,Pumping,5,3,Initial Response,52.4916268937902,-1.84345669234359,POSSIBLE GAS LEAK IN FRONT ROOM - SMELL OF ROTTEN EGGS  ,Class 4,POINT (410725.6703761336 288200.39319869917),0.9420779,2.9,2.9,0.413043517696835
A061,PRL,FW009488-12022023,2023-02-12 23:52:18.493,SSC,2023-02-12 23:54:36.243,2023-02-12 23:55:01.927,2023-02-12 23:57:39.013,2023-02-13 00:33:52.467,Ward End,A06,GAS LEAK,,PUMPING,Pumping,5,2,Initial Response,52.4916268937902,-1.84345669234359,POSSIBLE GAS LEAK IN FRONT ROOM - SMELL OF ROTTEN EGGS  ,Class 4,POINT (410725.6703761336 288200.39319869917),0.9420779,2.9,2.9,0.413043517696835
C051,PRL,FW009489-13022023,2023-02-13 00:02:39.840,FDR,2023-02-13 00:03:37.933,2023-02-13 00:04:39.660,2023-02-13 00:14:24.023,2023-02-13 00:49:00.773,Kings Norton,C05,CAR FIRE,,PUMPING,Pumping,4,1,Initial Response,52.4236673707537,-1.9081652888231,ON DRIVEWAY,Class 3,POINT (406341.5788173466 280633.3996841734),0.6031621,3.73,3.73,0.7137681287743669
C081,PRL,FW009497-13022023,2023-02-13 00:42:33.583,SSC,2023-02-13 00:45:44.293,2023-02-13 00:47:27.543,2023-02-13 00:52:57.357,2023-02-13 01:18:54.210,Billesley,C08,ASSIST AMBULANCE,,PUMPING,Pumping,5,1,Initial Response,52.4222370386333,-1.90699186392497,FEMALE FALLEN DOWN - ambulance REQUIRE ACCESS - POLICE UNABLE TO RESOURCE,Class 4,POINT (406421.57599154697 280474.40080128086),0.6031621,3.73,3.73,0.7137681287743669
E051,PRL,FW009499-13022023,2023-02-13 02:32:29.543,FAE,2023-02-13 02:33:54.737,2023-02-13 02:35:19.590,2023-02-13 02:39:31.313,2023-02-13 03:15:02.647,Wolverhampton,E05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.590482569141,-2.14662311249286,NO SIGNS OF SMOKE OR FIRE - MAIN ALARM,Class 4,POINT (390163.60601871606 299195.30328248127),0.6585202,2.78,2.78,0.36956521175759494
E051,PRL,FW009499-13022023,2023-02-13 02:32:29.543,FAE,2023-02-13 07:15:20.433,2023-02-13 07:15:40.103,2023-02-13 07:20:44.570,2023-02-13 07:37:50.717,Wolverhampton,E05,ALARMS SLEEPING NON MANAGED,PRL,PRL,Pumping,4,2,Reinforcements,52.590482569141,-2.14662311249286,NO SIGNS OF SMOKE OR FIRE - MAIN ALARM,Class 3,POINT (390163.60601871606 299195.30328248127),0.6585202,2.78,2.78,0.36956521175759494
C012,PRL,FW009500-13022023,2023-02-13 02:34:39.153,FAE,2023-02-13 02:41:38.330,2023-02-13 02:42:41.297,2023-02-13 02:46:13.953,2023-02-13 03:02:31.350,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4728855337997,-1.88508254559853,NO SIGNS OF SMOKE OR FIRE BELIEVED TO BE DUE TO SMOKING AT A PARTY MAIN ALARM CALLER ON THIRD FLOOR FLAT 321 DIGBETH ONE 2 NEW BUILDING POSTCODE B12 0QD OPPOSITE FABRICK SQUARE ,Class 4,POINT (407902.67212435853 286110.3944142121),0.87326735,2.49,2.49,0.2644927614477848
C031,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 03:51:46.910,2023-02-13 03:53:16.917,2023-02-13 03:57:32.033,2023-02-13 05:25:40.327,Smethwick,C03,FIRE,,PUMPING,Pumping,5,4,Reinforcements,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
D071,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 03:57:29.167,2023-02-13 03:58:50.827,2023-02-13 04:07:18.373,2023-02-13 05:23:03.077,Tipton,D07,FIRE,,PUMPING,Pumping,5,6,Reinforcements,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
C021,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 03:57:29.167,2023-02-13 03:59:13.270,2023-02-13 04:05:59.993,2023-02-13 05:09:48.213,Woodgate Valley,C02,FIRE,,PUMPING,Pumping,5,5,Reinforcements,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
D011,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 08:32:18.703,2023-02-13 08:33:47.370,2023-02-13 08:48:27.240,2023-02-13 09:06:45.970,Oldbury,D01,FIRE,"PUMPING,R REVISIT","PUMPING,R REVISIT",Pumping,5,14,Reinforcements,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
D011,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 03:46:18.663,2023-02-13 03:48:31.117,2023-02-13 03:50:37.417,2023-02-13 06:30:43.377,Oldbury,D01,FIRE,,PUMPING,Pumping,5,1,Initial Response,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
D031,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 03:46:18.680,2023-02-13 03:47:20.133,2023-02-13 03:53:55.410,2023-02-13 06:15:40.443,Haden Cross,D03,FIRE,,PUMPING,Pumping,5,2,Initial Response,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
C031,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 03:47:50.843,2023-02-13 03:49:48.027,,2023-02-13 03:51:22.120,Smethwick,C03,FIRE,,PUMPING,Pumping,5,3,Initial Response,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
C071,PRL,FW009504-13022023,2023-02-13 03:45:23.987,FDR,2023-02-13 04:00:29.187,2023-02-13 04:02:09.607,2023-02-13 04:11:01.327,2023-02-13 05:05:10.453,Ladywood,C07,FIRE,"NG,R COMMAND SUPPORT","NG,R COMMAND SUPPORT",Pumping,5,7,Reinforcements,52.487394881926,-2.02181047747832,MECHANICAL WORKSHOP ON FIRE ,Class 4,POINT (398615.59854532016 287718.31492531666),0.7357548,3.57,3.57,0.655797082983228
A021,PRL,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 04:01:40.170,2023-02-13 04:02:49.370,2023-02-13 04:07:30.817,2023-02-13 06:17:56.893,Aston,A02,FIRE,,PUMPING,Pumping,4,4,Initial Response,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 3,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
C091,PRL,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 05:41:08.047,2023-02-13 05:43:27.487,2023-02-13 05:50:52.640,2023-02-13 07:32:31.233,Hay Mills,C09,FIRE,"MPING,RELIEF PUMPING","MPING,RELIEF PUMPING",Pumping,5,9,Reinforcements,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 4,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
A061,PRL,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 13:07:54.120,2023-02-13 13:08:01.290,2023-02-13 13:08:02.150,2023-02-13 13:12:53.107,Ward End,A06,FIRE,"PRL,R REVISIT","PRL,R REVISIT",Pumping,5,12,Reinforcements,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 4,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
A061,PRL,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 03:58:33.480,2023-02-13 03:59:33.637,2023-02-13 04:02:49.620,2023-02-13 09:28:00.227,Ward End,A06,FIRE,,PUMPING,Pumping,5,2,Initial Response,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 4,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
C011,PRL,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 05:41:08.017,2023-02-13 05:42:16.947,2023-02-13 05:47:24.090,2023-02-13 07:27:05.373,Highgate,C01,FIRE,,PUMPING,Pumping,5,8,Reinforcements,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 4,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
A025,BRV,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 03:58:33.513,2023-02-13 03:59:39.123,2023-02-13 04:06:12.990,2023-02-13 06:21:11.193,Aston,A02,FIRE,,PUMPING,Pumping,3,3,Initial Response,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 2,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
A065,BRV,FW009511-13022023,2023-02-13 03:57:01.667,FDR,2023-02-13 03:58:33.467,2023-02-13 03:59:54.523,2023-02-13 04:02:33.877,2023-02-13 09:36:06.057,Ward End,A06,FIRE,,PUMPING,Pumping,2,1,Initial Response,52.4908773452366,-1.86247286594804,*A025 risk based crewing 3* INDUSTRIAL ESTATE GARAGES ,Class 1,POINT (409434.6966685097 288114.39490117354),0.89393485,2.53,2.53,0.2789855012996836
C011,PRL,FW009514-13022023,2023-02-13 04:19:58.900,FAE,2023-02-13 04:23:59.857,2023-02-13 04:25:22.830,,2023-02-13 04:25:58.307,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,2,Initial Response,52.472517145364,-1.88528960547492,COMMUNAL ALARM ACTUATING APPROX 4 FLOORS ADJ APARTMENT 324,Class 4,POINT (407888.6713644919 286069.39443051355),0.87326735,2.49,2.49,0.2644927614477848
C012,PRL,FW009514-13022023,2023-02-13 04:19:58.900,FAE,2023-02-13 04:21:47.770,2023-02-13 04:23:15.880,2023-02-13 04:26:18.007,2023-02-13 04:38:35.877,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.472517145364,-1.88528960547492,COMMUNAL ALARM ACTUATING APPROX 4 FLOORS ADJ APARTMENT 324,Class 4,POINT (407888.6713644919 286069.39443051355),0.87326735,2.49,2.49,0.2644927614477848
C041,PRL,FW009514-13022023,2023-02-13 04:19:58.900,FAE,2023-02-13 04:23:59.873,2023-02-13 04:25:33.207,,2023-02-13 04:26:04.057,Bournbrook,C04,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,3,Initial Response,52.472517145364,-1.88528960547492,COMMUNAL ALARM ACTUATING APPROX 4 FLOORS ADJ APARTMENT 324,Class 4,POINT (407888.6713644919 286069.39443051355),0.87326735,2.49,2.49,0.2644927614477848
B031,PRL,FW009541-13022023,2023-02-13 08:58:14.067,FAG,2023-02-13 09:00:10.000,2023-02-13 09:01:24.217,2023-02-13 09:02:47.273,2023-02-13 09:20:24.520,Coventry,B03,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,1,Initial Response,52.4021929763821,-1.51479670452724,OFF DUTY FF B3 GREEN  HIGH RISE BLACK SMOKE COMING FROM ROOF  BY THE TRAIN STATION  13 STOREYS  POSSIBLE PLANT ROOM FIRE,Class 4,POINT (433107.3920761318 278351.17101362546),0.78870654,3.52,3.52,0.6376811581683544
B032,PRL,FW009541-13022023,2023-02-13 08:58:14.067,FAG,2023-02-13 09:00:10.017,2023-02-13 09:01:24.120,2023-02-13 09:02:59.297,2023-02-13 09:20:21.987,Coventry,B03,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,2,Initial Response,52.4021929763821,-1.51479670452724,OFF DUTY FF B3 GREEN  HIGH RISE BLACK SMOKE COMING FROM ROOF  BY THE TRAIN STATION  13 STOREYS  POSSIBLE PLANT ROOM FIRE,Class 4,POINT (433107.3920761318 278351.17101362546),0.78870654,3.52,3.52,0.6376811581683544
B041,PRL,FW009541-13022023,2023-02-13 08:58:14.067,FAG,2023-02-13 09:00:10.030,2023-02-13 09:00:59.567,,2023-02-13 09:17:43.983,Canley,B04,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,3,Initial Response,52.4021929763821,-1.51479670452724,OFF DUTY FF B3 GREEN  HIGH RISE BLACK SMOKE COMING FROM ROOF  BY THE TRAIN STATION  13 STOREYS  POSSIBLE PLANT ROOM FIRE,Class 4,POINT (433107.3920761318 278351.17101362546),0.78870654,3.52,3.52,0.6376811581683544
C011,PRL,FW009548-13022023,2023-02-13 09:53:08.557,FAE,2023-02-13 09:54:37.273,2023-02-13 09:55:21.887,2023-02-13 09:59:09.107,2023-02-13 10:14:33.627,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4746979542758,-1.92572619970155,MAIN ALARMS,Class 4,POINT (405141.6426971308 286308.3648651577),0.7348876,3.78,3.78,0.7318840535892406
C095,BRV,FW009551-13022023,2023-02-13 09:57:44.227,RTC,2023-02-13 10:01:55.553,2023-02-13 10:02:23.197,2023-02-13 10:10:54.550,2023-02-13 10:32:56.347,Hay Mills,C09,RTC,,PUMPING,Pumping,2,1,Initial Response,52.4147780867979,-1.78477191143267,POLICE HAVE CONTACTED B01,Class 1,POINT (414735.5361093917 279662.3488571996),0.4986272,2.63,2.63,0.31521743731297425
C085,BRV,FW009556-13022023,2023-02-13 10:37:15.707,FAG,2023-02-13 10:39:57.800,2023-02-13 10:40:10.400,2023-02-13 10:45:16.947,2023-02-13 10:51:20.263,Billesley,C08,FIRE,,PUMPING,Pumping,3,2,Initial Response,52.423362591191,-1.87057935270713,RUNS OFF BROMWALL ROAD  THICK BLACK SMOKE  UNSURE FROM BUILDING OR BACK GARDEN  ,Class 2,POINT (408897.5761878733 280603.4154956308),0.48821893,3.32,3.32,0.5652173725253167
C081,PRL,FW009556-13022023,2023-02-13 10:37:15.707,FAG,2023-02-13 10:39:57.787,2023-02-13 10:40:22.670,2023-02-13 10:45:27.550,2023-02-13 10:50:59.767,Billesley,C08,FIRE,,PUMPING,Pumping,5,1,Initial Response,52.423362591191,-1.87057935270713,RUNS OFF BROMWALL ROAD  THICK BLACK SMOKE  UNSURE FROM BUILDING OR BACK GARDEN  ,Class 4,POINT (408897.5761878733 280603.4154956308),0.48821893,3.32,3.32,0.5652173725253167
C075,BRV,FW009558-13022023,2023-02-13 10:38:46.463,SSC,2023-02-13 10:41:01.740,2023-02-13 10:41:18.320,2023-02-13 11:00:31.287,2023-02-13 14:36:02.913,Ladywood,C07,SSC,,PUMPING,Pumping,3,1,Initial Response,52.4023492534293,-1.9770412771941,DOWNSTAIRS ELECTRIC METRES ON THE BOTTOM FLOOR THE ONE RUNNING TO NUMBER   3 KEEPS GETTING DAMAGED AND UNSAFE WIRES ARE SPARKING  ,Class 2,POINT (401658.4951036721 278258.36358951445),0.6499209,3.22,3.22,0.5289855228955695
C011,PRL,FW009620-13022023,2023-02-13 15:38:20.610,FDR,2023-02-13 15:40:14.167,2023-02-13 15:40:36.030,2023-02-13 15:46:20.843,2023-02-13 17:47:44.063,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,5,Initial Response,52.4876891042465,-1.89155324697026,automatic fire alarm COMPANY HAS SPOKEN TO SOMEONE ON SITE WHO SAID THERE IS A FIRE ON SITE ,Class 4,POINT (407460.68085336254 287756.3808628162),0.9323146,2.93,2.93,0.42391307258575917
C071,PRL,FW009620-13022023,2023-02-13 15:38:20.610,FDR,2023-02-13 15:40:14.120,2023-02-13 15:41:12.160,2023-02-13 15:46:02.280,2023-02-13 18:30:41.573,Ladywood,C07,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,2,Initial Response,52.4876891042465,-1.89155324697026,automatic fire alarm COMPANY HAS SPOKEN TO SOMEONE ON SITE WHO SAID THERE IS A FIRE ON SITE ,Class 4,POINT (407460.68085336254 287756.3808628162),0.9323146,2.93,2.93,0.42391307258575917
C075,BRV,FW009620-13022023,2023-02-13 15:38:20.610,FDR,2023-02-13 15:40:14.133,2023-02-13 15:41:21.213,2023-02-13 15:46:03.093,2023-02-13 18:21:01.213,Ladywood,C07,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,3,Initial Response,52.4876891042465,-1.89155324697026,automatic fire alarm COMPANY HAS SPOKEN TO SOMEONE ON SITE WHO SAID THERE IS A FIRE ON SITE ,Class 2,POINT (407460.68085336254 287756.3808628162),0.9323146,2.93,2.93,0.42391307258575917
C041,PRL,FW009620-13022023,2023-02-13 15:38:20.610,FDR,2023-02-13 15:40:14.213,2023-02-13 15:40:52.457,2023-02-13 15:51:44.283,2023-02-13 17:39:10.137,Bournbrook,C04,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,7,Initial Response,52.4876891042465,-1.89155324697026,automatic fire alarm COMPANY HAS SPOKEN TO SOMEONE ON SITE WHO SAID THERE IS A FIRE ON SITE ,Class 4,POINT (407460.68085336254 287756.3808628162),0.9323146,2.93,2.93,0.42391307258575917
A075,BRV,FW009620-13022023,2023-02-13 15:38:20.610,FDR,2023-02-13 15:40:14.180,2023-02-13 15:41:19.870,2023-02-13 15:51:33.313,2023-02-13 17:22:45.670,Handsworth,A07,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,6,Initial Response,52.4876891042465,-1.89155324697026,automatic fire alarm COMPANY HAS SPOKEN TO SOMEONE ON SITE WHO SAID THERE IS A FIRE ON SITE ,Class 2,POINT (407460.68085336254 287756.3808628162),0.9323146,2.93,2.93,0.42391307258575917
